,Prediction,Actual
17008,460251.6,429900.0
9128,650459.03,625000.0
13856,213633.5,235000.0
14446,637051.35,589000.0
16885,793223.32,710000.0
20008,628794.1,645000.0
3463,695885.5,1078000.0
11143,276947.06,295000.0
19383,1114896.36,1080000.0
4388,386860.0,355000.0
9668,529773.5,500000.0
8365,710541.5,749950.0
17725,237621.0,255000.0
21014,404257.77,405000.0
10456,346897.0,327000.0
12574,270781.4,209950.0
10953,645804.51,665000.0
21260,355265.8,255000.0
18855,576222.78,565000.0
4034,339858.5,300000.0
14942,351426.05,358800.0
538,589637.88,530000.0
8058,580884.45,450000.0
14611,458189.8,475000.0
5746,739893.8,825000.0
9530,422066.5,541500.0
16768,866635.91,830000.0
6760,588034.88,473975.0
11505,543731.12,398750.0
6325,399085.34,435000.0
9881,367104.82,359999.0
10475,652887.85,502000.0
21297,1703841.26,1750000.0
2687,295477.0,305000.0
4230,595513.43,593500.0
19258,193595.95,193000.0
21280,435182.23,450000.0
17581,843926.04,809950.0
14771,558044.0,600000.0
14321,207582.9,248000.0
6602,594822.76,580000.0
1443,513788.32,515000.0
16813,328307.54,325000.0
11060,257688.78,256000.0
3246,649852.9,600000.0
20489,307673.7,306000.0
15955,316566.49,305000.0
290,657538.0,630000.0
20586,731923.11,739000.0
12235,354103.63,160000.0
19608,682655.62,672500.0
18566,453529.0,462000.0
3077,1299898.8,1130000.0
3589,900516.17,850000.0
9572,630489.66,760500.0
10132,763154.02,685000.0
1635,263785.1,284950.0
20632,311443.72,334888.0
20038,343260.15,347500.0
20659,561567.98,533500.0
20591,567698.26,641000.0
14895,280702.57,299500.0
9625,283526.06,229950.0
21241,601408.06,598500.0
2136,222273.33,245990.0
14972,597093.25,525000.0
16121,429940.63,664000.0
3485,714168.65,749950.0
8187,572700.3,508000.0
5332,185998.2,179000.0
8063,228020.15,259950.0
12378,397959.73,377500.0
14731,225353.03,235000.0
8182,376224.5,375000.0
6550,920746.8,1035000.0
5550,335232.5,489950.0
10864,457887.99,525000.0
15671,362110.73,380000.0
4591,1563740.9,1405000.0
17643,476503.9,550000.0
8760,825664.15,603500.0
14168,556596.02,396500.0
19596,880934.07,719000.0
11784,246501.9,254000.0
21076,329169.26,272000.0
10411,231238.49,226500.0
4347,299313.5,167500.0
433,490890.0,438000.0
3505,572010.0,548500.0
8685,1056717.22,1175000.0
4293,551814.28,496752.0
12524,607095.2,800000.0
2150,337283.3,345000.0
6914,771397.61,736500.0
6714,362778.1,311000.0
5970,502678.97,499500.0
19590,609487.5,645000.0
8957,334152.07,349950.0
17038,437846.5,450000.0
16604,285953.58,277500.0
16015,200470.75,205000.0
1192,457425.8,510000.0
7293,330301.5,340000.0
6919,749918.8,648000.0
18116,430218.9,445000.0
4156,336052.6,300000.0
14862,1118933.0,1640000.0
15621,742719.0,525000.0
12864,189556.5,310000.0
13825,999814.3,834000.0
20011,1456120.26,1312000.0
15446,313967.0,435000.0
14969,446741.11,348500.0
19547,522374.45,495000.0
19068,320448.0,306000.0
17669,334156.0,330000.0
13430,579973.38,635000.0
4336,198967.21,160134.0
3912,469023.98,480000.0
16083,253250.05,260000.0
7294,528396.38,560000.0
12029,269776.5,229000.0
9495,391197.29,449500.0
7883,688748.91,750000.0
21145,1564917.7,1350000.0
7330,423675.75,350000.0
13888,1394460.2,1400000.0
20088,819778.44,834995.0
16022,648661.53,532500.0
6529,487581.67,480000.0
14965,227214.2,194000.0
12586,248724.52,252000.0
15080,274754.1,390000.0
13165,480090.61,415000.0
7547,448237.39,518000.0
1599,432937.83,425000.0
6024,1183486.51,1100000.0
19160,257587.62,242000.0
9198,270313.02,200000.0
4641,434133.99,570000.0
12343,408939.91,397500.0
3248,735504.1,660000.0
9963,259943.49,252000.0
20280,816218.6,798800.0
8260,271288.65,239950.0
7658,278158.4,151600.0
17468,277198.14,280000.0
8200,345384.09,224000.0
6356,268550.47,279000.0
14177,407129.0,397000.0
8805,514603.0,455000.0
16537,254545.41,305000.0
3843,396603.0,387000.0
18986,600161.01,650000.0
8178,1245396.15,1320000.0
14886,532122.5,562500.0
5306,705134.76,767500.0
18770,285174.3,291000.0
4472,474962.0,413107.0
17031,648125.0,640000.0
15405,305541.35,295000.0
16161,347355.16,330000.0
12051,587808.9,552775.0
4696,586095.75,545000.0
12495,433657.77,291000.0
351,445205.31,375000.0
21118,790259.04,831548.0
7298,699663.5,849000.0
17486,605656.0,540000.0
776,289163.5,320000.0
18490,263405.7,280000.0
11057,547094.2,535000.0
11008,280013.56,289950.0
15976,1897727.4,1925000.0
6504,204356.0,234000.0
2152,340186.2,346300.0
19081,260121.15,260000.0
5081,324457.15,310000.0
18867,553695.2,512000.0
9978,382407.37,390000.0
13297,407154.79,360000.0
1456,231935.65,260000.0
2516,546145.0,490000.0
119,607854.4,660000.0
18837,349304.54,353250.0
7348,479949.2,425000.0
1713,327189.12,200000.0
10806,189621.5,241000.0
9808,712167.38,679000.0
19421,240038.38,263000.0
11339,906783.82,935000.0
13369,288136.02,200000.0
720,250434.2,210000.0
54,1022797.18,920000.0
19266,675408.21,580000.0
3609,201610.45,206000.0
10001,479580.21,475000.0
14182,518769.47,577000.0
12762,262901.0,299000.0
9532,260288.04,215000.0
16759,572043.8,635000.0
20435,844386.6,799990.0
4265,347713.89,340000.0
4049,299325.9,220000.0
12319,597506.5,595000.0
8499,235066.0,270000.0
19673,643490.68,659950.0
3570,299031.85,270000.0
2519,589670.7,552500.0
5048,296111.8,240000.0
516,186645.88,190000.0
2325,459796.0,459000.0
4579,310948.22,407500.0
3689,935029.57,1240000.0
4097,741841.88,740000.0
4291,308112.93,289500.0
5388,588667.24,560000.0
6195,827125.0,1050000.0
7691,404544.5,472000.0
6887,672096.99,650000.0
14707,556875.29,552500.0
12154,250363.98,255000.0
11958,479905.83,617000.0
4990,358440.0,324950.0
19993,767100.55,865000.0
16614,789087.78,829000.0
19310,578726.4,885000.0
8421,1171461.5,945000.0
13609,312520.42,322500.0
8692,252140.75,270500.0
18027,817828.68,770000.0
4153,581464.05,585000.0
13351,1254549.65,1170000.0
16094,300770.48,323400.0
194,285702.21,256883.0
9249,264088.0,218000.0
3778,914512.5,799000.0
3711,237826.25,222000.0
1880,590849.0,755000.0
14982,441568.49,430000.0
15110,372239.0,465000.0
16606,849521.95,890000.0
14511,306293.82,335000.0
15099,540151.88,615000.0
4345,871744.38,717550.0
7499,521234.25,578000.0
20996,681672.58,734990.0
12030,749426.5,575000.0
5464,657822.8,532500.0
17108,329150.54,280000.0
16693,415734.51,379000.0
15823,345311.72,317000.0
311,1609076.74,2384000.0
16041,680721.0,590000.0
3286,381429.54,428000.0
9717,257683.0,240000.0
20346,480117.0,425000.0
7665,419042.5,499000.0
6660,269861.49,286000.0
19529,470020.5,425000.0
20795,497858.74,525000.0
2725,711739.87,722500.0
19007,407799.96,430000.0
1475,420231.85,532000.0
17944,240171.75,176000.0
16634,469002.0,425000.0
10462,306059.29,370000.0
11071,537677.14,463000.0
14179,789417.79,848000.0
17861,894841.5,980000.0
17046,303027.51,305000.0
11733,342632.63,355000.0
20209,426424.2,437000.0
12544,1065075.0,1272500.0
10388,482442.5,400000.0
5474,503622.49,515000.0
2545,577250.5,530000.0
18246,1971774.9,2630000.0
7277,433688.02,445500.0
6270,298178.5,250000.0
18763,473731.46,365000.0
5168,760666.86,768500.0
826,670461.04,662500.0
960,436464.65,440000.0
2533,551049.25,646000.0
2267,226832.3,225000.0
21177,666289.27,667000.0
14557,241427.4,230000.0
17599,385912.5,380000.0
18766,233472.61,254999.0
11961,608791.95,697000.0
8939,620559.2,603500.0
10978,1261543.0,1662000.0
15776,596246.48,587000.0
6545,524979.5,425000.0
7337,266384.57,300000.0
5459,269136.59,345000.0
18825,499130.5,510000.0
2851,666336.26,600000.0
2859,418613.91,525000.0
9201,795979.22,780000.0
5945,351866.8,519000.0
10231,609288.25,714000.0
21071,506529.0,510000.0
16471,288546.0,338500.0
7955,351908.4,275000.0
19084,632200.86,680000.0
9535,258126.36,240000.0
898,291314.05,314950.0
18256,263324.77,265000.0
2084,561079.93,643000.0
4671,323453.43,336000.0
11073,859420.57,1070000.0
7551,560701.22,560000.0
13593,213414.5,180000.0
20923,422054.25,447000.0
17118,458784.05,423000.0
11183,505083.27,500000.0
20531,314991.56,305000.0
13194,581217.57,667000.0
17539,502423.13,500000.0
4914,473571.0,452000.0
5345,598445.15,600000.0
21055,442641.17,452000.0
19367,627394.56,590000.0
15575,808884.95,890900.0
4073,538923.9,685000.0
20259,308943.48,352500.0
4609,262380.3,280000.0
7922,447667.27,432000.0
2848,350979.11,293000.0
218,423689.87,467000.0
9687,721399.01,831000.0
12430,303650.74,375000.0
11006,282823.33,305000.0
13925,661223.49,563500.0
9282,523853.24,490000.0
8109,534430.69,698000.0
3208,298100.0,252000.0
11436,616098.16,460000.0
828,266906.18,324500.0
8654,231382.25,237500.0
5662,1007580.4,798000.0
14018,635437.76,690000.0
12017,626895.78,555000.0
1815,439791.34,389950.0
12406,494709.5,535500.0
18310,627647.68,539000.0
8603,462789.65,450000.0
17531,442620.0,389900.0
12767,491663.85,560000.0
11119,371503.0,435000.0
4688,538170.9,630000.0
12570,618476.34,705000.0
1788,1045528.4,1135000.0
15548,2252435.26,1637500.0
3571,511878.15,488250.0
19289,427117.0,387000.0
3000,308727.6,367000.0
1710,419491.49,368000.0
4424,433523.95,507000.0
20800,577983.0,705000.0
9416,637673.25,808000.0
21197,338474.51,325000.0
6463,828320.0,775000.0
19857,829473.43,918000.0
18705,294497.33,245000.0
9565,488565.22,554990.0
4447,652947.75,702000.0
10210,360252.39,338000.0
19600,599401.96,580000.0
6473,271066.99,254000.0
696,203624.66,195000.0
520,718391.0,727500.0
5787,937959.42,789900.0
5503,392571.75,355000.0
10004,349491.35,383610.0
18332,756996.1,808000.0
1393,500517.79,439000.0
962,487677.86,532500.0
3165,632473.71,555000.0
13152,881593.5,964000.0
10927,302325.53,315000.0
20963,332259.8,310000.0
9397,433392.13,423500.0
20075,606595.5,453000.0
9246,556633.6,551000.0
327,1173392.3,880000.0
10054,654449.7,800000.0
10726,291666.2,318000.0
10371,266216.49,290000.0
17112,889631.56,545000.0
11015,470210.22,545000.0
18970,340128.95,276000.0
2332,383202.0,350000.0
10788,594970.12,656000.0
6407,985342.65,998160.0
8626,416241.06,410000.0
6045,397155.5,533000.0
4450,2409763.0,2000000.0
17855,425652.92,477500.0
14584,463505.16,515000.0
19388,466984.53,400000.0
14550,265322.55,295000.0
21027,475281.78,461100.0
4110,294827.34,290000.0
9897,800859.82,730000.0
3509,438043.5,430000.0
16068,251853.78,315000.0
14218,332191.11,321500.0
12730,834126.0,799950.0
17605,551456.62,535000.0
5217,767300.9,690000.0
9901,325962.88,330000.0
7713,310172.96,276000.0
20627,568164.8,536000.0
101,552640.51,699950.0
1510,453135.73,405000.0
7712,604839.5,620000.0
14505,481543.75,532500.0
18672,292992.0,295000.0
9854,639067.9,893880.0
10277,539324.71,590000.0
12099,588985.44,545000.0
14825,283076.89,260000.0
18374,273602.1,287000.0
12140,244567.5,225000.0
6835,246376.44,235000.0
3585,635358.35,563000.0
12188,1453092.0,1712750.0
11557,541017.38,530000.0
6409,675152.0,595000.0
12037,427755.36,460000.0
10714,433660.24,429000.0
7708,857318.66,920000.0
15630,309510.8,265000.0
17722,279258.97,360000.0
6328,462369.01,555000.0
15465,340404.72,300000.0
10865,1587086.0,1650000.0
3974,659834.11,770000.0
6603,432187.0,442500.0
2893,329671.9,372000.0
6491,550678.62,557500.0
2767,291836.62,280000.0
13528,443365.16,440000.0
14104,667123.72,850000.0
13322,435222.48,536000.0
5857,549412.96,416500.0
12527,497779.09,520000.0
21087,468363.65,495000.0
17757,1506722.09,1190000.0
8818,747104.76,815241.0
4143,719691.35,790000.0
6309,285172.3,317500.0
313,331843.0,305000.0
13259,901335.4,810000.0
11552,399584.12,415885.0
2199,545506.0,564500.0
16815,413925.85,485000.0
3268,602404.37,555000.0
251,357762.2,415000.0
8239,464407.5,623000.0
7976,622375.2,515000.0
18550,975795.14,1165000.0
19853,573036.5,566950.0
8688,548543.25,520000.0
17807,452960.45,450000.0
20725,449018.5,410000.0
12266,518307.0,549900.0
2250,585206.54,403500.0
3635,1072683.2,1288000.0
20086,296996.5,221000.0
19791,419803.6,445000.0
9498,241784.93,244000.0
738,482554.95,395000.0
8188,201302.0,228950.0
13512,1451255.9,1640000.0
5800,559809.65,565000.0
7431,801239.33,765000.0
19786,829920.15,840000.0
13687,312781.11,325000.0
7724,676437.84,660000.0
7524,292393.5,299000.0
17746,360560.3,400000.0
10809,485160.0,538000.0
10330,616931.0,630000.0
16857,478909.1,409000.0
2579,391475.6,343000.0
12918,361290.02,300000.0
14359,304586.04,272925.0
1611,422140.76,169317.0
20975,268989.61,265050.0
13785,737009.1,700000.0
13302,684201.91,697000.0
19322,796507.45,840000.0
14548,221031.8,168500.0
5226,566781.94,605000.0
12083,200368.3,225000.0
17629,264439.0,296500.0
12331,665896.75,610000.0
12252,400802.0,367950.0
199,235928.25,210000.0
13836,531146.91,485000.0
18684,684650.52,709050.0
14370,465470.33,479000.0
5022,558343.5,460000.0
15818,553493.94,490000.0
11255,336763.49,289000.0
1719,343833.52,252000.0
11945,250279.05,270000.0
18783,254887.22,268000.0
18975,600665.0,635500.0
14001,431689.5,426000.0
14420,277878.02,260000.0
7949,300969.5,261000.0
6220,273579.05,273000.0
11842,1331779.0,600000.0
127,726973.1,822500.0
1355,320933.1,303700.0
16928,536751.6,664500.0
8121,466456.95,459500.0
16971,939914.4,960000.0
4186,295858.13,379260.0
2290,981221.17,1185000.0
10755,658862.07,599000.0
18912,819719.05,695000.0
11963,621919.42,535000.0
2992,508316.91,540000.0
1338,871648.5,842500.0
18242,643104.64,675000.0
21409,499019.15,505000.0
16772,445563.0,560000.0
4106,548864.0,545000.0
13583,524319.5,600000.0
15241,353879.38,276000.0
17205,815774.26,840000.0
59,387635.62,430000.0
7061,241672.15,215000.0
11074,271825.71,290000.0
3388,358985.47,400000.0
16204,1026316.56,1185000.0
1163,359666.58,359000.0
12407,591721.72,710000.0
410,625921.04,570000.0
1006,491329.93,429000.0
11512,333211.95,311000.0
20736,366659.6,375000.0
6956,153304.1,149000.0
3921,266538.4,265000.0
3633,337084.2,350000.0
16504,384668.45,430000.0
12781,562809.39,645000.0
18839,614309.28,475000.0
13895,371886.62,425000.0
7070,459788.35,499950.0
17814,345644.87,360000.0
15262,256861.64,246000.0
9585,962049.84,1175000.0
19741,894139.73,1262000.0
5112,780026.34,800000.0
1805,318448.74,275000.0
9248,835536.4,720000.0
18051,397801.9,452000.0
10887,1161360.0,1050000.0
7888,519812.03,332000.0
18934,871310.5,853000.0
20524,281548.0,317500.0
20985,483410.73,459990.0
16978,453352.07,385000.0
21406,402071.0,399950.0
8268,273981.77,250000.0
8143,306719.25,249000.0
18584,593862.33,465000.0
12262,780047.5,670000.0
20558,715937.5,685000.0
17673,699743.5,805000.0
20756,293035.2,286950.0
8764,286343.38,249000.0
4463,516407.0,469000.0
13961,752974.19,830000.0
16983,195752.44,146000.0
17593,261278.03,160000.0
3489,283293.5,325000.0
2943,158616.15,196000.0
11518,1793389.1,2795000.0
8829,464905.25,400000.0
10881,886313.09,770000.0
643,195872.6,157000.0
6624,528362.0,535100.0
8336,339059.64,359500.0
6670,314378.0,305000.0
8423,665726.85,674000.0
12845,487004.78,383000.0
14351,828816.05,750000.0
7625,552902.22,600000.0
2012,272495.5,380000.0
10613,277878.41,300000.0
8489,480263.41,442500.0
21231,343231.36,330000.0
18080,566601.41,538000.0
4771,453948.49,437500.0
5512,724762.5,735000.0
3096,906143.45,765000.0
6896,1787090.0,1488000.0
6613,397603.12,463000.0
8354,275710.83,248000.0
2812,1335291.07,1324050.0
9313,351468.38,371000.0
16352,265688.5,271000.0
17529,650239.4,605000.0
15986,354395.5,323000.0
16764,412950.18,425000.0
11191,533870.0,498000.0
451,523891.95,496500.0
15879,297393.63,301950.0
3958,464974.35,525000.0
9051,477208.8,562000.0
8885,333434.6,350000.0
19079,270857.63,270000.0
14692,1763406.0,2600000.0
2247,255871.25,213550.0
1606,289650.8,248000.0
18765,457665.38,465000.0
3142,390297.6,285000.0
21249,1165975.59,1050000.0
221,495076.8,527000.0
11830,485535.99,485500.0
3354,844978.08,799950.0
6933,285214.67,303100.0
5990,533612.5,550000.0
8541,447356.23,435000.0
14272,442799.75,547000.0
8631,343484.67,330000.0
18005,392607.0,417000.0
16387,469999.79,460000.0
13487,376334.45,382000.0
3282,387549.28,426000.0
11771,1097835.0,1400000.0
16922,365941.75,390000.0
14044,346776.29,321500.0
7656,331887.3,458000.0
1768,388402.0,443000.0
1457,1190714.3,1328000.0
20245,756708.35,709950.0
265,303521.37,285000.0
459,282103.26,330000.0
19234,562754.28,513000.0
17728,423517.5,440000.0
13776,477635.45,593777.0
16970,409611.46,413000.0
1027,1508947.7,980000.0
9448,439851.4,450000.0
13683,303495.49,300000.0
12860,566387.95,469950.0
19161,742395.75,625000.0
20093,511531.31,625000.0
6698,646798.0,815000.0
10254,309492.5,324000.0
20144,606743.36,425000.0
1522,964142.11,932800.0
4828,404549.11,175000.0
18848,534736.85,629000.0
3189,682300.5,650000.0
11610,621825.51,478000.0
18878,942127.94,925000.0
11815,477456.43,447000.0
134,241042.47,199000.0
21380,492261.0,553000.0
3710,426816.14,211000.0
9511,840632.5,700000.0
14841,1302843.8,1425000.0
8086,307655.66,270000.0
8028,505637.78,485500.0
5076,652370.0,832600.0
9683,424308.85,499000.0
3821,1089013.04,1075000.0
10418,471522.44,495000.0
3494,636913.6,802000.0
6946,2368827.8,2175000.0
18314,2834128.5,3300000.0
1981,204288.1,180000.0
12457,336246.05,315000.0
10316,1028142.04,847700.0
14765,623101.79,667500.0
15359,328666.07,360000.0
19185,381966.49,370000.0
11063,236255.46,220000.0
10353,622101.72,455000.0
15914,595682.73,575000.0
11719,325500.38,319950.0
2266,283882.44,250000.0
15237,1335734.0,1950000.0
15764,373837.91,415000.0
9864,290297.0,308950.0
14128,1991435.0,1950000.0
21210,440397.43,320000.0
19306,289109.02,277500.0
8611,692876.1,690000.0
180,512667.77,470000.0
19609,535061.6,538000.0
1493,302268.03,355000.0
4128,247159.7,240000.0
16200,1711390.2,1500000.0
10322,861953.12,810000.0
20935,448624.84,424950.0
16066,275183.87,275000.0
980,422595.1,399000.0
8891,738259.11,750000.0
1535,535223.5,450000.0
1346,288786.59,282000.0
9711,330089.76,435000.0
17788,308506.28,289000.0
8483,551790.41,570000.0
20339,329467.06,324950.0
11082,281006.05,285000.0
12119,335732.92,310000.0
11621,672825.55,622000.0
5047,399086.17,469950.0
1034,529208.0,512031.0
688,332247.5,410000.0
1512,447711.15,425000.0
3922,703999.5,700000.0
7760,250958.52,250000.0
9038,894307.0,1052500.0
3125,424124.18,389000.0
14576,437615.5,405000.0
5770,911414.19,775000.0
17385,320548.54,285000.0
12834,314343.91,329950.0
5928,512665.46,509007.0
6390,265149.85,165000.0
19843,480188.43,460940.0
16176,695270.8,666500.0
18029,229822.25,225000.0
13433,570971.0,530000.0
19523,340472.69,340000.0
11458,708839.16,808250.0
11325,732021.2,950000.0
13838,254426.09,306500.0
655,326335.0,269900.0
9393,472733.0,490000.0
7733,397933.5,440000.0
9684,417520.88,366000.0
11180,548981.83,511000.0
10646,598394.42,497000.0
409,421907.49,339000.0
11827,480215.0,543000.0
3572,255141.4,248000.0
10045,305895.12,285000.0
17106,452138.21,506500.0
2929,404760.39,438000.0
15440,577132.58,458000.0
14340,302946.61,307000.0
9068,446530.36,455000.0
2554,277010.09,231500.0
18657,488310.62,569000.0
14093,344407.48,320000.0
15295,523721.95,500000.0
11297,328964.5,299880.0
7047,525647.7,515000.0
9070,312527.84,545000.0
2405,544801.15,575000.0
17036,452089.5,502000.0
15362,400299.75,395000.0
3352,402862.92,415000.0
21128,689519.88,799950.0
866,873432.1,860000.0
9786,946612.0,885000.0
20385,670847.5,620000.0
2145,512415.0,570000.0
13477,535733.51,515000.0
12120,331231.5,324500.0
993,266621.76,270000.0
4193,561845.69,509500.0
7473,262575.29,255000.0
19164,418845.5,400000.0
1166,580586.5,565000.0
2393,645330.99,487000.0
16410,287003.62,350000.0
15631,836383.82,894400.0
16092,641654.5,650000.0
11919,483931.75,432500.0
20210,420876.13,419700.0
15342,460022.88,480000.0
6070,283234.74,325000.0
14362,495114.36,470000.0
8233,683101.5,620000.0
9975,679184.5,652500.0
15377,465386.9,431000.0
20090,667266.06,575000.0
15371,1594652.3,1800000.0
19911,466225.24,388000.0
6826,820011.04,715000.0
15864,383080.0,392500.0
17541,349356.0,356000.0
8100,1049453.38,1452000.0
4932,569950.0,568000.0
17344,489800.85,500000.0
19188,374285.51,371000.0
17670,600303.2,600000.0
7341,357015.1,360000.0
1807,429619.0,453250.0
1978,417086.9,430000.0
10392,228150.17,250000.0
18252,1000810.9,850000.0
326,752525.95,790000.0
8725,633562.0,659000.0
6259,1410511.7,950000.0
4393,412571.77,402000.0
19645,792776.18,962000.0
19887,575785.72,650000.0
8832,402485.98,345000.0
4007,416009.4,494000.0
13815,1161834.51,754000.0
12818,451263.39,469000.0
9989,439290.1,333760.0
12215,267884.73,259950.0
18338,503520.0,475000.0
16291,244250.5,269900.0
4605,883384.58,898000.0
5186,480018.32,485000.0
18585,227754.12,259000.0
16528,436148.97,399000.0
20936,605373.32,542300.0
15269,215078.45,200000.0
18003,323348.9,267000.0
18299,230315.48,219200.0
7428,268621.5,242000.0
12203,529082.94,385000.0
13864,461432.5,410000.0
695,407930.59,795000.0
10926,363514.49,375000.0
10113,343670.88,325000.0
9542,479633.0,499990.0
322,255396.6,240500.0
11272,598517.68,565000.0
16734,565431.0,547500.0
19382,566999.5,719521.0
14464,706123.29,706000.0
18764,518970.0,600000.0
383,430225.53,403950.0
11103,309148.52,336950.0
18464,1325020.73,1600000.0
11836,276861.34,229000.0
12714,1038473.54,870000.0
15867,718361.93,730000.0
8965,203932.83,250000.0
664,1171361.64,1250000.0
16966,488551.0,360000.0
9000,618670.8,581000.0
10269,452924.15,340500.0
20993,839813.55,855000.0
8192,358353.89,370000.0
19943,568367.25,535000.0
2608,205774.5,250000.0
11509,555742.78,550000.0
13896,203084.99,170000.0
14968,519358.5,490000.0
2904,538567.66,500000.0
2480,614560.45,700000.0
20228,430906.14,408474.0
2174,735532.6,750000.0
3425,1159969.1,1234570.0
10455,190434.0,209000.0
11883,344506.54,330000.0
6561,765526.2,545000.0
7889,406783.6,401500.0
17168,390874.4,379000.0
17193,204464.25,160000.0
19762,372795.08,360000.0
2041,378031.33,439900.0
17713,590074.68,642000.0
1084,703369.0,575000.0
10852,291043.4,294000.0
16621,926854.48,770000.0
7139,590801.29,900000.0
18726,523791.65,575000.0
6148,599738.27,594950.0
12293,358302.73,422500.0
19463,335925.78,329900.0
13458,532934.5,635000.0
19964,1172659.35,1237500.0
9815,963842.85,963990.0
20014,435815.26,462550.0
3062,328945.85,325000.0
3113,456320.03,473000.0
14817,521067.25,440000.0
20663,254314.0,239800.0
11396,541793.86,580000.0
14222,553732.99,517950.0
17491,238919.24,246000.0
9389,357793.3,350000.0
2238,298152.81,245000.0
10547,485456.5,400000.0
2583,312088.14,299000.0
3492,1993075.5,2095000.0
3479,643428.41,635000.0
2645,204625.18,161500.0
16115,709658.16,600000.0
13642,535305.01,505000.0
499,293655.63,280000.0
8637,436978.73,434500.0
18407,215956.25,240000.0
13118,242672.91,248000.0
19606,2286552.1,2641100.0
12694,576183.25,538000.0
4774,350440.5,255000.0
4160,374967.5,470000.0
16188,311489.5,350000.0
2308,221967.78,226740.0
12300,216833.25,190848.0
20271,437423.7,500012.0
7427,358537.635,350000.0
13690,201336.64,168000.0
2638,329026.83,418200.0
10154,832415.0,899000.0
5564,811342.38,835000.0
16465,292838.5,400000.0
2571,585593.14,565000.0
15937,485889.5,449000.0
9936,453290.77,465000.0
4104,369325.0,339999.0
7051,274612.1,295000.0
15737,499033.56,400000.0
3848,215398.7,215000.0
15547,568528.62,613000.0
8810,314614.07,289900.0
11942,308399.4,350500.0
17753,248102.0,227000.0
9299,448329.0,405000.0
20322,393452.6,399000.0
3578,485710.15,470000.0
11921,544429.0,589000.0
7907,482393.83,432100.0
19031,504060.92,535000.0
1624,968940.59,810000.0
11335,592427.63,470000.0
16119,929963.5,1058000.0
14346,560605.03,610000.0
8523,561163.0,570000.0
5106,623731.22,650000.0
6186,884597.5,810000.0
2003,278450.5,275000.0
19352,269602.82,268000.0
17050,459435.0,525000.0
7755,265806.37,291000.0
17234,403255.55,365000.0
8797,214508.09,205950.0
7649,550282.56,500000.0
5357,352794.25,359950.0
5995,637020.0,750000.0
11828,245623.23,271920.0
12384,317558.48,366400.0
7191,403316.8,416000.0
11504,1286031.3,1300000.0
3429,597974.79,508500.0
4546,289760.5,302500.0
2781,394813.23,385000.0
1703,544057.5,442500.0
9924,201297.42,160000.0
5174,176749.25,195000.0
8956,585505.64,625000.0
16876,376008.11,425000.0
200,325540.5,297000.0
6921,609840.5,690000.0
5921,528283.26,490000.0
4510,426479.88,397500.0
7517,367069.8,505000.0
1202,277667.59,245000.0
17194,427784.32,800000.0
9099,265862.11,299000.0
31,316681.5,280000.0
697,689985.98,480000.0
13497,401949.11,384205.0
2420,960568.0,985000.0
19318,265726.63,234000.0
20062,611740.2,735000.0
631,196919.5,214000.0
8220,273423.55,193000.0
13801,239930.5,240000.0
14250,534343.0,489000.0
16627,526573.68,560000.0
17141,341541.85,400000.0
12532,503024.75,458500.0
635,386161.8,378000.0
2915,395948.92,335000.0
10598,1209443.6,1065000.0
15397,422283.84,370000.0
6181,357169.95,360000.0
10463,630255.0,660000.0
16723,336666.04,325000.0
19199,637238.81,680000.0
20439,317080.32,220000.0
2621,1196599.62,895000.0
3263,227596.01,193000.0
16809,512177.66,626000.0
19872,512706.5,545000.0
2153,338077.7,342500.0
10089,256622.7,235000.0
11603,295871.48,310000.0
21284,1341332.69,1020000.0
13775,871031.2,772000.0
3468,367957.75,255000.0
15766,1264499.2,1425000.0
15455,526688.25,624000.0
9185,457312.6,425000.0
3458,175905.04,119900.0
19284,1264346.5,780000.0
7850,1373843.2,1824100.0
12204,517280.5,535000.0
3616,633781.25,554663.0
18272,602903.45,589000.0
11545,208263.01,198000.0
20330,369358.77,355000.0
3707,367013.18,277284.0
6484,258502.76,280000.0
18152,346964.25,329000.0
17831,411444.5,410000.0
15245,405611.5,450000.0
10919,683413.7,1020000.0
115,587009.46,518500.0
928,378441.8,378000.0
11056,288479.25,256750.0
5975,573879.7,700000.0
18245,771400.58,705000.0
11176,436757.5,436000.0
11206,320832.4,329950.0
21405,499914.86,490000.0
11235,520642.67,477500.0
13548,377618.8,369000.0
14418,1445856.7,1260500.0
14543,550291.15,499000.0
12774,265280.5,380000.0
11092,662976.45,674000.0
19665,341254.66,285000.0
18671,522015.0,540000.0
12244,308005.38,275000.0
1692,379980.37,365000.0
7732,213071.9,182000.0
10263,370044.58,395000.0
9114,211822.95,144000.0
8132,1179155.92,955000.0
10696,368472.1,200000.0
1554,763165.79,789500.0
7411,307815.55,319000.0
9409,348797.95,328000.0
13391,199093.5,172380.0
8426,363887.38,330000.0
11728,508728.99,400000.0
9061,551047.0,570000.0
8138,290325.4,300000.0
5940,556751.45,524950.0
7682,965584.64,978000.0
10915,439089.96,350000.0
1337,471389.39,450000.0
1604,207591.5,245000.0
2112,649717.5,678500.0
14729,531413.0,521000.0
17682,333521.8,299000.0
12659,548278.9,510000.0
13453,430119.0,409950.0
13495,327051.06,310000.0
1433,332875.73,369500.0
12636,469283.9,515000.0
19724,1325636.42,1330000.0
10774,639325.64,540000.0
21092,469986.04,459995.0
17686,223639.35,275000.0
