,Prediction,Actual
7708,849114.5055558215,920000.0
15630,615729.7312416667,265000.0
17722,275967.124087019,360000.0
6328,457941.5798151543,555000.0
15465,383785.4637374965,300000.0
10865,961478.559743649,1650000.0
3974,715269.6859434965,770000.0
6603,445388.8395335254,442500.0
2893,347963.08903728845,372000.0
6491,601215.4103710427,557500.0
2767,233632.1543077579,280000.0
13528,568183.5863901909,440000.0
14104,684593.8980873761,850000.0
13322,482836.51297693537,536000.0
5857,530922.3654772145,416500.0
12527,467490.13459820603,520000.0
21087,557818.4866868464,495000.0
17757,989705.6911306287,1190000.0
8818,718953.6486773901,815241.0
4143,558396.9792074445,790000.0
6309,337678.3016125924,317500.0
313,382387.03671774105,305000.0
13259,820042.8649405112,810000.0
11552,277216.1539359471,415885.0
2199,800179.3134764141,564500.0
16815,473308.832145061,485000.0
3268,667254.201076409,555000.0
251,269839.0946997594,415000.0
8239,763358.4784410784,623000.0
7976,884069.0896576009,515000.0
18550,1105987.8545083785,1165000.0
19853,522406.5487241715,566950.0
8688,525916.1520639348,520000.0
17807,599277.2832793506,450000.0
20725,604578.0970495347,410000.0
12266,460815.1611801799,549900.0
2250,565868.8232832126,403500.0
3635,1202652.2055676468,1288000.0
20086,233269.1760067559,221000.0
19791,364328.91932769574,445000.0
9498,178252.85886771412,244000.0
738,398864.272953275,395000.0
8188,195951.99094669346,228950.0
13512,1408086.7447582246,1640000.0
5800,717190.4181343807,565000.0
7431,913477.5360166029,765000.0
19786,592278.3803496867,840000.0
13687,426713.8983877762,325000.0
7724,557015.1089163262,660000.0
7524,349624.16565115715,299000.0
17746,405743.6053387737,400000.0
10809,420216.37089887494,538000.0
10330,706999.8219256591,630000.0
16857,487724.6922832718,409000.0
2579,305805.74916817807,343000.0
12918,199730.23449257424,300000.0
14359,510926.47517864674,272925.0
1611,551684.7395752748,169317.0
20975,147208.14639618126,265050.0
13785,876897.0466004176,700000.0
13302,669267.4974112356,697000.0
19322,926534.2670067925,840000.0
14548,267429.37513844715,168500.0
5226,719622.1082302257,605000.0
12083,104691.10302108323,225000.0
17629,321436.79261176474,296500.0
12331,454556.84420876566,610000.0
12252,645660.7587790396,367950.0
199,175848.34149836353,210000.0
13836,492712.8330625057,485000.0
18684,715700.6473098167,709050.0
14370,563524.4746258679,479000.0
5022,465193.0348334726,460000.0
15818,684720.0434361362,490000.0
11255,165765.78125767177,289000.0
1719,553778.8051696048,252000.0
11945,215962.15054689406,270000.0
18783,320702.7443454743,268000.0
18975,549994.5040122169,635500.0
14001,691546.462154461,426000.0
14420,434838.8722184927,260000.0
7949,333099.5538227629,261000.0
6220,281211.9356452556,273000.0
11842,1381661.6879056594,600000.0
127,740745.820232301,822500.0
1355,364566.055286982,303700.0
16928,781304.5004021405,664500.0
8121,301736.49579734984,459500.0
16971,1012323.4949453574,960000.0
4186,211829.9437728111,379260.0
2290,758581.3732807963,1185000.0
10755,635831.3671961197,599000.0
18912,941878.6699437659,695000.0
11963,585337.8349513354,535000.0
2992,597117.6736357792,540000.0
1338,896449.3739026076,842500.0
18242,612068.0197621511,675000.0
21409,483160.4600885381,505000.0
16772,485777.75834176654,560000.0
4106,458766.4257406676,545000.0
13583,501377.3374392177,600000.0
15241,239195.59066670504,276000.0
17205,780575.6731542178,840000.0
59,457460.8147800779,430000.0
7061,222240.92650537967,215000.0
11074,218273.15323479706,290000.0
3388,618806.9412133605,400000.0
16204,1132095.1981521505,1185000.0
1163,210269.10396782967,359000.0
12407,807200.1300707614,710000.0
410,694254.3921904376,570000.0
1006,432541.5164167435,429000.0
11512,245226.2313127959,311000.0
20736,334257.883937408,375000.0
6956,-41240.800448074646,149000.0
3921,166927.27910308284,265000.0
3633,233386.15581895888,350000.0
16504,360701.2718352092,430000.0
12781,648285.8533257333,645000.0
18839,732715.3189968768,475000.0
13895,418815.2273922415,425000.0
7070,381422.38715812075,499950.0
17814,414772.0009055374,360000.0
15262,329657.2834243104,246000.0
9585,1180030.8888438218,1175000.0
19741,757567.1868192841,1262000.0
5112,736719.5949803018,800000.0
1805,381515.3002437735,275000.0
9248,732738.7065015885,720000.0
18051,369192.9437161415,452000.0
10887,1236373.056634862,1050000.0
7888,487132.4033105525,332000.0
18934,1012467.8049781652,853000.0
20524,252872.35612958483,317500.0
20985,474539.05579667306,459990.0
16978,659972.017174913,385000.0
21406,370591.4287660037,399950.0
8268,173985.8320864439,250000.0
8143,393509.0028044707,249000.0
18584,604678.3166679846,465000.0
12262,476765.42977394303,670000.0
20558,625263.3371358538,685000.0
17673,610656.1787825093,805000.0
20756,117172.81027393544,286950.0
8764,245998.6319547749,249000.0
4463,495446.17172802717,469000.0
13961,596165.1171196651,830000.0
16983,153204.34540349175,146000.0
17593,75393.2255657884,160000.0
3489,323460.14498219907,325000.0
2943,61755.469363060605,196000.0
11518,1588955.8108716272,2795000.0
8829,412429.20329863776,400000.0
10881,1012937.0598163455,770000.0
643,102517.98812372552,157000.0
6624,660644.9155593176,535100.0
8336,448852.678484633,359500.0
6670,435039.58428998815,305000.0
8423,513142.3581987041,674000.0
12845,698554.1081107538,383000.0
14351,849259.3117126866,750000.0
7625,555185.120788177,600000.0
2012,222014.15188589523,380000.0
10613,280513.0872978751,300000.0
8489,574784.8952913793,442500.0
21231,421024.06365834014,330000.0
18080,558686.2132415012,538000.0
4771,544064.9839537125,437500.0
5512,730404.9088991965,735000.0
3096,874746.9316625703,765000.0
6896,1722574.6954303393,1488000.0
6613,453977.24492591876,463000.0
8354,360748.23731968284,248000.0
2812,918415.6752376276,1324050.0
9313,330241.7109612317,371000.0
16352,167436.52244383958,271000.0
17529,622124.1231214763,605000.0
15986,455833.7932936145,323000.0
16764,273651.7588642102,425000.0
11191,641267.3805898145,498000.0
451,690817.8459824222,496500.0
15879,238557.26942612085,301950.0
3958,545517.6936745516,525000.0
9051,498676.43648665666,562000.0
8885,373803.2539202282,350000.0
19079,210987.61449596658,270000.0
14692,1912012.1416388592,2600000.0
2247,257569.58963774703,213550.0
1606,485471.38343051146,248000.0
18765,567349.4734651722,465000.0
3142,496511.7793680333,285000.0
21249,883076.8564013521,1050000.0
221,704708.5425642508,527000.0
11830,391753.3036783867,485500.0
3354,964495.3753829888,799950.0
6933,407722.5215750558,303100.0
5990,612826.1158106576,550000.0
8541,456236.70897862513,435000.0
14272,486960.0676034369,547000.0
8631,322478.4340645388,330000.0
18005,357078.66398873366,417000.0
16387,754459.5943893384,460000.0
13487,525031.93971529,382000.0
3282,352533.47588954493,426000.0
11771,918628.0165029074,1400000.0
16922,314578.89072425896,390000.0
14044,476600.3958821143,321500.0
7656,355883.5512607794,458000.0
1768,451600.7181082254,443000.0
1457,1027141.4260266187,1328000.0
20245,849677.3540972314,709950.0
265,277126.8888967092,285000.0
459,260046.57880525023,330000.0
19234,543097.6970199478,513000.0
17728,574029.9693212989,440000.0
13776,449583.603730078,593777.0
16970,492435.4296386206,413000.0
1027,1219360.4169414649,980000.0
9448,343072.810199265,450000.0
13683,132400.12504505686,300000.0
12860,352503.3392167798,469950.0
19161,788807.9716260812,625000.0
20093,396683.0359046004,625000.0
6698,896888.5999528641,815000.0
10254,391046.1825773737,324000.0
20144,586856.8679037839,425000.0
1522,846160.8427647109,932800.0
4828,440315.2721162117,175000.0
18848,623271.2511000945,629000.0
3189,549584.903457164,650000.0
11610,655932.9506811629,478000.0
18878,1054971.5081620063,925000.0
11815,461528.5960825903,447000.0
134,287798.6419314648,199000.0
21380,445618.7513467333,553000.0
3710,275268.4180839902,211000.0
9511,563037.8224646319,700000.0
14841,1032046.8862747579,1425000.0
8086,348946.25240814115,270000.0
8028,361909.2438636493,485500.0
5076,508557.7087801397,832600.0
9683,396184.9312391577,499000.0
3821,1033154.1750827437,1075000.0
10418,406794.1938869109,495000.0
3494,563006.9391239221,802000.0
6946,1481323.1566740018,2175000.0
18314,2144152.279138584,3300000.0
1981,147507.78840443876,180000.0
12457,330158.1795161682,315000.0
10316,1068325.3307061065,847700.0
14765,556211.1022849951,667500.0
15359,446748.2307964406,360000.0
19185,562359.4383941552,370000.0
11063,270301.410195531,220000.0
10353,833853.164159964,455000.0
15914,620509.9458906555,575000.0
11719,408079.62686001544,319950.0
2266,343516.6266696068,250000.0
15237,1562642.6966290409,1950000.0
15764,372669.21776919055,415000.0
9864,204667.24767047766,308950.0
14128,1227435.9730538572,1950000.0
21210,265666.42838389415,320000.0
19306,233600.9229043555,277500.0
8611,897139.1156019095,690000.0
180,639706.6673013649,470000.0
19609,633576.1496130145,538000.0
1493,471229.6463602304,355000.0
4128,303329.6926578996,240000.0
16200,1322627.1129270317,1500000.0
10322,1020602.6585769906,810000.0
20935,547396.7281200404,424950.0
16066,303836.1272593589,275000.0
980,335019.09184515604,399000.0
8891,897192.7741279408,750000.0
1535,535076.9719983464,450000.0
1346,366946.58297483576,282000.0
9711,215732.31667654042,435000.0
17788,287069.4080795748,289000.0
8483,614483.3821234662,570000.0
20339,310910.75232489954,324950.0
11082,215973.07629883644,285000.0
12119,377294.64468599926,310000.0
11621,774043.1192462748,622000.0
5047,548700.1349887116,469950.0
1034,647538.91313836,512031.0
688,321440.89004127996,410000.0
1512,472765.40752874094,425000.0
3922,801867.0814702095,700000.0
7760,161972.7982743681,250000.0
9038,999496.3812601169,1052500.0
3125,256398.3357613982,389000.0
14576,411193.778121316,405000.0
5770,863838.8703081597,775000.0
17385,473245.239383213,285000.0
12834,343858.58200410823,329950.0
5928,616165.6341264358,509007.0
6390,190787.68169831258,165000.0
19843,627333.0177102681,460940.0
16176,703587.4281739831,666500.0
18029,275927.68193202163,225000.0
13433,825471.9314551334,530000.0
19523,268157.5070320853,340000.0
11458,713108.9588524026,808250.0
11325,1406478.8327480652,950000.0
13838,265727.5486599016,306500.0
655,107314.6940950331,269900.0
9393,438786.6537873206,490000.0
7733,455393.9263832377,440000.0
9684,480807.84608120145,366000.0
11180,707363.6331364202,511000.0
10646,630001.7621295006,497000.0
409,659336.6991668968,339000.0
11827,435294.8447342126,543000.0
3572,299243.0332090744,248000.0
10045,226302.53607736336,285000.0
17106,526222.8225202797,506500.0
2929,398643.35880039504,438000.0
15440,608681.2436560006,458000.0
14340,248800.2015569848,307000.0
9068,586277.1216860764,455000.0
2554,285206.53829032835,231500.0
18657,523672.1582787959,569000.0
14093,498708.0173478407,320000.0
15295,498858.68796866166,500000.0
11297,283967.13929206517,299880.0
7047,474786.96665557125,515000.0
9070,353979.8238300057,545000.0
2405,450158.33155331167,575000.0
17036,533969.5589617364,502000.0
15362,557810.7190844844,395000.0
3352,471396.8210133163,415000.0
21128,555838.9304215651,799950.0
866,961236.7638909699,860000.0
9786,832966.672399711,885000.0
20385,663686.6993338285,620000.0
2145,424206.099045438,570000.0
13477,519811.3134245756,515000.0
12120,292308.75692369463,324500.0
993,289874.45685430977,270000.0
4193,467509.07477553294,509500.0
7473,256977.01608563983,255000.0
19164,436158.69585818844,400000.0
1166,828983.1703363411,565000.0
2393,754878.4434166643,487000.0
16410,371066.0751106198,350000.0
15631,1003271.7148471508,894400.0
16092,559426.2501687562,650000.0
11919,374546.2323328465,432500.0
20210,356448.01054249064,419700.0
15342,547154.8420823112,480000.0
6070,383637.57291968784,325000.0
14362,628185.488808871,470000.0
8233,585215.7140485037,620000.0
9975,742644.0494036396,652500.0
15377,513902.1418700118,431000.0
20090,707323.1502717856,575000.0
15371,1933611.8751147296,1800000.0
19911,480796.19642138435,388000.0
6826,999884.5983906329,715000.0
15864,518430.59152579494,392500.0
17541,236796.593537284,356000.0
8100,1449693.290256538,1452000.0
4932,454364.7163773795,568000.0
17344,693937.9616865233,500000.0
19188,325196.0179515653,371000.0
17670,651496.4794218543,600000.0
7341,224554.0834581072,360000.0
1807,505013.1454149585,453250.0
1978,447498.3014493147,430000.0
10392,220920.55240910768,250000.0
18252,835449.5783640306,850000.0
326,759847.8982102702,790000.0
8725,632063.3121657139,659000.0
6259,973443.3172906149,950000.0
4393,649056.8729718388,402000.0
19645,941309.108252477,962000.0
19887,454706.68130835216,650000.0
8832,444532.22136712493,345000.0
4007,206843.70430936047,494000.0
13815,945548.4598142415,754000.0
12818,604436.8511318268,469000.0
9989,355531.1142848744,333760.0
12215,244750.41545592446,259950.0
18338,452901.47019347653,475000.0
16291,286111.2454276006,269900.0
4605,1085570.7654168173,898000.0
5186,692739.5081061526,485000.0
18585,76562.84284529695,259000.0
16528,316852.8596875303,399000.0
20936,506736.8973809811,542300.0
15269,179624.9302469414,200000.0
18003,323397.1364038527,267000.0
18299,269420.5473923752,219200.0
7428,336998.078057172,242000.0
12203,502064.16326449625,385000.0
13864,291731.05342426104,410000.0
695,449591.75247066084,795000.0
10926,383695.9484151257,375000.0
10113,363367.92604208784,325000.0
9542,477053.67480370204,499990.0
322,324058.5616905675,240500.0
11272,567496.4031960038,565000.0
16734,873217.988882712,547500.0
19382,461864.7773757174,719521.0
14464,703947.6847358318,706000.0
18764,430945.38322881283,600000.0
383,446323.047917238,403950.0
11103,506350.8945303904,336950.0
18464,961342.4089662813,1600000.0
11836,383176.1223609111,229000.0
12714,799239.33066869,870000.0
15867,579901.5643240622,730000.0
8965,161979.59155955154,250000.0
664,972572.933745778,1250000.0
16966,376694.09966498055,360000.0
9000,637866.3338110045,581000.0
10269,806849.6697432786,340500.0
20993,916001.8295572387,855000.0
8192,385019.4178334583,370000.0
19943,782687.4594266041,535000.0
2608,209243.53908521327,250000.0
11509,517547.6185924994,550000.0
13896,242724.62128814647,170000.0
14968,385651.9335865985,490000.0
2904,578564.0882671267,500000.0
2480,612056.67503459,700000.0
20228,342950.17542924115,408474.0
2174,760785.838754066,750000.0
3425,926439.6918049351,1234570.0
10455,4108.917594067054,209000.0
11883,445069.12950924295,330000.0
6561,915195.2017041525,545000.0
7889,444013.8848991572,401500.0
17168,623970.6359440692,379000.0
17193,291293.7879203325,160000.0
19762,249025.83132708305,360000.0
2041,666050.8856421702,439900.0
17713,447382.0755600042,642000.0
1084,734530.9856919276,575000.0
10852,400869.3996095626,294000.0
16621,1111920.9523760132,770000.0
7139,405625.0506336619,900000.0
18726,591209.7618905919,575000.0
6148,540020.343699009,594950.0
12293,318762.17238304124,422500.0
19463,347077.889107106,329900.0
13458,1077916.5257906439,635000.0
19964,1288744.9688596893,1237500.0
9815,969921.0013233541,963990.0
20014,410307.60540739493,462550.0
3062,403670.5892771627,325000.0
3113,507750.6476993556,473000.0
14817,578441.4456430548,440000.0
20663,304746.97154527577,239800.0
11396,449649.53898267157,580000.0
14222,614123.9211074015,517950.0
17491,317253.065447761,246000.0
9389,577853.5705242468,350000.0
2238,224825.94471453468,245000.0
10547,341617.00765391986,400000.0
2583,328671.68170809734,299000.0
3492,1690860.1161782164,2095000.0
3479,693198.13729321,635000.0
2645,186001.5137049955,161500.0
16115,782057.5346133675,600000.0
13642,421519.53654567525,505000.0
499,358351.059517386,280000.0
8637,482121.08670694975,434500.0
18407,137269.29803144804,240000.0
13118,100724.75794628821,248000.0
19606,1494462.3751676823,2641100.0
12694,627855.5911890102,538000.0
4774,212540.05970541033,255000.0
4160,615210.5117199231,470000.0
16188,393385.35339745774,350000.0
2308,188103.15912502893,226740.0
12300,177386.99354608066,190848.0
20271,592230.5666097004,500012.0
7427,307082.2616978033,350000.0
13690,265249.77071193815,168000.0
2638,365806.49013039435,418200.0
10154,798939.5565394968,899000.0
5564,945608.2119141879,835000.0
16465,511126.311068928,400000.0
2571,510986.60885895207,565000.0
15937,576694.4065492533,449000.0
9936,484711.80342192994,465000.0
4104,433870.30094765814,339999.0
7051,197326.54596607073,295000.0
15737,495492.6275490464,400000.0
3848,166381.8750294681,215000.0
15547,485651.6108100505,613000.0
8810,373228.9478494404,289900.0
11942,226571.8738462532,350500.0
17753,436749.8238716071,227000.0
9299,410137.01864878193,405000.0
20322,222078.86698795395,399000.0
3578,767577.1830725305,470000.0
11921,414992.17211658426,589000.0
7907,578865.8051334617,432100.0
19031,654895.5503974038,535000.0
1624,779484.2538025462,810000.0
11335,566241.0461187501,470000.0
16119,701980.0941572078,1058000.0
14346,744487.6710321299,610000.0
8523,854841.9392572703,570000.0
5106,827473.3869689495,650000.0
6186,1157598.7204923271,810000.0
2003,253442.70703494968,275000.0
19352,358858.06747080316,268000.0
17050,429031.1859844412,525000.0
7755,151603.76630816562,291000.0
17234,327392.30959006783,365000.0
8797,149468.06128075853,205950.0
7649,555798.2884949789,500000.0
5357,431689.9190837776,359950.0
5995,727155.616685277,750000.0
11828,238313.53513196378,271920.0
12384,425753.7879855655,366400.0
7191,391185.908795838,416000.0
11504,1230052.7042734786,1300000.0
3429,597239.9844863301,508500.0
4546,215117.38872180728,302500.0
2781,576313.236123426,385000.0
1703,580729.7182503053,442500.0
9924,140715.35007641325,160000.0
5174,186098.80090676364,195000.0
8956,620438.8437332524,625000.0
16876,532551.2591614245,425000.0
200,391873.5183422393,297000.0
6921,457729.4191768714,690000.0
5921,508323.7938791381,490000.0
4510,382965.7642090648,397500.0
7517,219716.67464507994,505000.0
1202,194023.17990368104,245000.0
17194,486389.2490874836,800000.0
9099,321911.22993661684,299000.0
31,317583.2323721176,280000.0
697,407388.2214446616,480000.0
13497,329212.3314622311,384205.0
2420,836264.1610865638,985000.0
19318,253105.96183179796,234000.0
20062,476467.05871069897,735000.0
631,115152.3349108065,214000.0
8220,241211.1479901736,193000.0
13801,300450.6067205303,240000.0
14250,645511.0037971991,489000.0
16627,464069.16874089255,560000.0
17141,382939.71427439665,400000.0
12532,526688.1487194905,458500.0
635,347362.9567714819,378000.0
2915,489606.6852116864,335000.0
10598,1000956.2216392617,1065000.0
15397,440610.5994892634,370000.0
6181,360563.70031375985,360000.0
10463,695045.8722137505,660000.0
16723,116279.34901123354,325000.0
19199,488013.45745393506,680000.0
20439,197011.8298701248,220000.0
2621,1008880.6667238277,895000.0
3263,200638.85829354054,193000.0
16809,577500.107167186,626000.0
19872,409617.6129190974,545000.0
2153,235312.98398549744,342500.0
10089,302717.4139934379,235000.0
11603,160118.17998582078,310000.0
21284,1080360.2421695786,1020000.0
13775,889607.2154375016,772000.0
3468,363227.6095258262,255000.0
15766,1528293.968609558,1425000.0
15455,667505.7572452748,624000.0
9185,409310.9684197267,425000.0
3458,57412.46168347821,119900.0
19284,1149788.6400300097,780000.0
7850,1069290.9662603987,1824100.0
12204,724933.6094483157,535000.0
3616,473106.152388672,554663.0
18272,417411.22856652027,589000.0
11545,172532.9494769075,198000.0
20330,229759.24712417682,355000.0
3707,284778.0004473784,277284.0
6484,102004.88123526156,280000.0
18152,439994.1345178741,329000.0
17831,557201.0784499167,410000.0
15245,436031.32601509884,450000.0
10919,709983.5701118053,1020000.0
115,532162.0550511683,518500.0
928,480750.1791637406,378000.0
11056,369844.0335696852,256750.0
5975,918355.5063428638,700000.0
18245,750349.1255485027,705000.0
11176,199072.5610769922,436000.0
11206,358140.01540762524,329950.0
21405,431031.8045823723,490000.0
11235,475080.93947156996,477500.0
13548,222287.61097499932,369000.0
14418,1040505.3069313957,1260500.0
14543,374197.8568391121,499000.0
12774,277425.9909465652,380000.0
11092,729514.335586398,674000.0
19665,379408.6122199234,285000.0
18671,506404.4709120465,540000.0
12244,153010.18835413025,275000.0
1692,462668.64316341013,365000.0
7732,197592.76195742312,182000.0
10263,544428.7519076618,395000.0
9114,89320.89522289857,144000.0
8132,1409205.1684962693,955000.0
10696,238295.4922143008,200000.0
1554,791883.189973324,789500.0
7411,435220.90628658107,319000.0
9409,331291.3040439382,328000.0
13391,69185.15063680138,172380.0
8426,475258.73832496617,330000.0
11728,573992.2764514148,400000.0
9061,816380.9998198136,570000.0
8138,284769.1237760928,300000.0
5940,587872.1163299875,524950.0
7682,819857.128774233,978000.0
10915,577720.784949665,350000.0
1337,496689.7353089027,450000.0
1604,159245.3838897,245000.0
2112,769269.3137942759,678500.0
14729,540058.4945661221,521000.0
17682,220607.7731342957,299000.0
12659,622912.5532132966,510000.0
13453,404463.9920459016,409950.0
13495,357299.17062116764,310000.0
1433,410824.7263920042,369500.0
12636,424654.1775130064,515000.0
19724,968538.7824931388,1330000.0
10774,716243.5661174263,540000.0
21092,433849.37678484747,459995.0
17686,168028.93170195125,275000.0
4836,304956.6220530735,369500.0
19855,374952.42274488334,343000.0
6076,476900.1191764283,345000.0
10363,313857.1689394568,350000.0
20353,428122.3625842404,584000.0
18465,297340.51626928465,380000.0
7615,1014128.5232500826,765000.0
2171,357496.01170697436,467000.0
13442,322529.2855585172,500000.0
8825,114779.257840465,204000.0
2754,570249.4751979697,560000.0
3045,497236.84264448204,595000.0
14763,951481.588328428,1030000.0
5627,504305.8837906504,689000.0
14416,1209436.3391763666,1225000.0
3826,284829.4910971697,347500.0
8506,462443.0597266002,316000.0
2641,537030.1987446299,456150.0
4252,536858.6962169087,430000.0
16213,265790.93884541467,207000.0
1147,1175816.3462443762,790000.0
6427,546557.2704986848,417500.0
17248,274678.79339861043,347000.0
16114,658059.5851969417,600000.0
9169,983377.012237023,931088.0
2026,82577.5128433386,219950.0
10493,700818.348278317,1060000.0
19299,648004.9467816496,600000.0
2408,232761.51071362267,335000.0
13873,885792.0068090964,590000.0
8361,414531.27701968106,640000.0
239,254221.17321972444,225000.0
20560,250648.31157061498,275000.0
11977,378906.64565675915,325000.0
3910,485259.6454980711,535000.0
3328,466189.78067153564,374500.0
19331,402625.9187826271,229500.0
8049,306344.3329289488,435000.0
13010,337345.0353415115,465000.0
16265,1141547.9529268895,760000.0
4731,532915.2903064615,600000.0
11881,662709.4001131487,448500.0
11793,240873.5131834068,294400.0
8551,26594.33907970664,355000.0
6846,664581.6797531864,505000.0
21150,150918.93767727131,353000.0
1350,660676.8222458088,700000.0
15009,198115.4736964769,285000.0
9898,429064.5373896401,655000.0
13504,407645.5633441068,398000.0
15052,338791.3528826862,473000.0
17305,461752.0101221136,622200.0
9260,160658.39205156756,217000.0
10044,384709.7046236837,475000.0
14934,388282.21094731253,464000.0
8291,593241.6246454829,585000.0
5225,206376.46314223477,215000.0
12284,556986.8919804267,615000.0
18089,853761.1439676943,539000.0
17270,783869.3614111099,775000.0
7542,261360.40779614437,245000.0
3752,619871.6105956918,411000.0
18175,244386.0789714909,208000.0
20751,724289.8844654422,561000.0
17362,701829.9852552869,645500.0
16206,576065.8218011896,575000.0
19805,456563.8677595138,459000.0
14163,541502.6243408901,400000.0
6534,316860.8333489032,284900.0
1730,818175.4065176143,541100.0
12147,767078.9841792884,710000.0
20146,346635.6384117262,324747.0
9529,471045.2881342743,350000.0
12627,314462.3102814619,425000.0
6650,603278.3954631886,520000.0
7739,660457.6764969983,488000.0
21033,326611.6982865116,385000.0
6087,933960.2882087246,795000.0
13777,639775.4261142749,539500.0
20481,730802.6873226728,859950.0
2796,372872.08376781445,245000.0
8568,635143.5171653887,530000.0
18881,500661.1309514174,725000.0
6244,317009.3088943326,277000.0
19586,361476.8494315932,420000.0
11988,237192.2036438706,295000.0
9729,884410.8804857294,650000.0
11584,757611.4479079866,1545000.0
10360,412097.5676032768,482000.0
5382,883233.6808277884,835000.0
8574,261306.88739158201,222200.0
15807,376297.39325324737,240000.0
11229,246167.26017706236,313000.0
5227,499841.85949985485,349900.0
1530,605431.619477752,495000.0
12357,429403.0114083238,257000.0
13874,597053.3214422547,575000.0
8279,1167173.2229697676,452000.0
2842,482351.5341049256,425000.0
14217,179532.6777550258,234000.0
17497,1455580.7419822766,820000.0
16751,283891.62771359715,300000.0
12715,284591.25978886336,323000.0
20750,468594.5748518368,630000.0
9785,236865.02413166786,176000.0
12890,423858.8054078097,750000.0
12011,188937.6075345158,267300.0
6769,138042.28192394384,220000.0
14545,150260.29059542937,390000.0
9075,296805.65416229516,403504.0
5363,571187.943693402,365000.0
1712,594242.0834726659,435000.0
8589,167979.25907232193,260000.0
8883,757884.2241915194,1065500.0
19985,744326.8746205748,970000.0
11419,641604.9277932675,475000.0
2265,646594.5445979084,569000.0
9880,664734.9108766306,485000.0
19183,555080.7600900001,570000.0
15692,666471.546764864,411000.0
6316,320037.94379821955,384000.0
14008,350977.60686711525,460000.0
7167,536551.5691932254,456500.0
18359,452557.77317629475,287500.0
12985,513326.2602562967,324950.0
2008,276240.9369444258,475000.0
17768,651572.1460172832,1350000.0
3200,473359.5705995405,299000.0
7821,583458.3404852274,625000.0
17104,979186.3146917265,856500.0
8304,742001.8839680013,536000.0
13630,216136.88414933556,358000.0
9958,553844.035850491,555000.0
13837,302761.4536594751,280000.0
14454,330986.5438159654,410000.0
17603,705873.994684614,583500.0
11250,30579.230416192848,202000.0
18789,412446.54125999985,320000.0
6385,844913.692523725,625000.0
6770,355429.4393637711,243000.0
16224,1070193.6891405196,675000.0
12939,536384.555474264,565000.0
3941,315577.03431247233,210000.0
8196,542964.5880354361,329000.0
8840,1304112.282890691,1910000.0
6187,1069455.1452306416,994000.0
20847,287493.5820443552,286000.0
6682,852247.6633786376,725000.0
19771,421187.38023048907,455000.0
6258,251157.86100936978,313000.0
9071,438931.3623703311,487500.0
4955,547635.6889304853,650000.0
3931,841647.8295377485,680000.0
7152,604440.9839459704,352500.0
17973,525487.0841943565,473000.0
19777,843658.0095803916,859990.0
4015,764952.0988423058,925000.0
12944,563651.4402503071,496600.0
14805,350293.2848160418,335000.0
9224,580992.16548548,560000.0
13636,95484.51866591157,102500.0
1061,347842.5964756205,505000.0
12009,532766.6545420169,250000.0
5527,488915.4022577348,625000.0
18954,6416.1254939241335,250000.0
4031,253530.2995736905,244000.0
10317,168746.23843451374,185000.0
2386,780756.1192864688,655000.0
19743,257106.49754326488,390000.0
19808,508017.1739926252,447055.0
21048,429488.2445793322,610000.0
20766,393083.10955366667,375000.0
7220,632496.4460464967,700000.0
88,434504.43619997054,215000.0
20392,410978.627315909,350000.0
12642,592718.2856037505,429000.0
15105,288023.71386532823,265000.0
14893,419806.19283042103,470000.0
10033,411428.86450705,319000.0
10215,400788.4730027582,285000.0
10289,331419.1347607031,268450.0
12833,842224.2234662758,890000.0
8145,826007.9598759884,579000.0
2710,563101.1393890306,700000.0
4600,802755.2595324836,810000.0
7831,385745.8878385399,243000.0
6480,579347.1722277774,585000.0
19116,87282.28891407303,208500.0
12650,541925.6646092912,410000.0
17437,412161.4824844926,406500.0
1205,361656.5492568958,485500.0
10902,609503.243365681,757000.0
16481,749934.5476506257,598000.0
11387,1009433.0163933655,1325000.0
5871,180381.14425927505,230000.0
13348,509373.993330622,520000.0
4984,393855.5963090436,425000.0
19270,533547.6202512067,324950.0
16344,552616.4695171175,598000.0
6340,1574977.31599449,1436000.0
10026,903603.8278585913,1365000.0
3035,733601.3880127536,790000.0
2305,436484.11550102767,552500.0
17120,371986.549605833,305000.0
8614,350081.6884361367,454280.0
21216,388636.7089828057,358000.0
13173,426232.3249575875,605000.0
6202,461506.4818567416,525000.0
8131,235968.13520192035,365000.0
13960,385263.58814150165,368000.0
4356,279027.0030666613,240000.0
11359,405602.7148785478,475000.0
13282,360560.34911027586,452000.0
14993,388065.4218123208,308500.0
20775,588361.8234849448,720000.0
13905,1478399.7017004644,2885000.0
12111,526335.9207408917,615000.0
21335,660951.1655274484,480000.0
12635,974588.5559053427,750000.0
12166,309022.94427338976,432000.0
576,352160.3763200756,264000.0
6590,651269.9936064355,639500.0
15695,662801.8509988841,696000.0
11813,-32077.57198647724,239900.0
16945,576780.3767188933,525000.0
7845,564833.0422800108,625000.0
17393,380829.2281554153,330000.0
11915,866057.7553644726,1500000.0
4400,624836.1727651226,675000.0
11227,587960.0313861041,470000.0
16554,183681.58219034952,210000.0
2177,479662.537410971,490000.0
5525,475157.22990875156,302282.0
7530,169759.56140047195,163000.0
2467,376653.20575305296,340500.0
8091,187984.16151564068,309933.0
18421,507012.2002992217,530000.0
20900,455437.3934908734,544000.0
15477,15809.962488966878,180000.0
